209273000,1443681545,-5.1965384,47.910988
209273000,1443681894,-5.2063966,47.92396
209273000,1443681904,-5.206673,47.92433
209273000,1443681923,-5.2071915,47.925034
209273000,1443681954,-5.2080464,47.926193
209273000,1443684265,-5.268345,48.01137
209273000,1443684515,-5.27422,48.020027
209273000,1443684564,-5.2753882,48.021687
209273000,1443684624,-5.2768216,48.02379
209273000,1443684744,-5.279693,48.028
209273000,1443684763,-5.2801833,48.028694
209273000,1443684773,-5.280425,48.02904
209273000,1443684783,-5.2806535,48.029392
209273000,1443684794,-5.280918,48.029778
209273000,1443684814,-5.281385,48.03048
209273000,1443684823,-5.2815933,48.030796
209273000,1443684833,-5.2818265,48.03115
209273000,1443684994,-5.285627,48.03681
209273000,1443685003,-5.2858434,48.037132
209273000,1443685014,-5.28609,48.03748
209273000,1443685023,-5.28633,48.037834
209273000,1443685134,-5.2889733,48.04167
209273000,1443685183,-5.290108,48.043453
209273000,1443685284,-5.2925134,48.04706
209273000,1443685374,-5.294705,48.050293
209273000,1443685484,-5.2974834,48.05422
209273000,1443685505,-5.297995,48.054977
209273000,1443685595,-5.300172,48.05818
209273000,1443685794,-5.30521,48.06534
209273000,1443685803,-5.305478,48.065697
209273000,1443685815,-5.3057885,48.06613
209273000,1443685823,-5.305995,48.066425
209273000,1443685835,-5.306285,48.066826
209273000,1443685843,-5.3065286,48.067146
209273000,1443685853,-5.306785,48.067513
209273000,1443685863,-5.3070536,48.067875
209273000,1443685884,-5.307552,48.0686
209273000,1443685895,-5.3078265,48.069004
209273000,1443685913,-5.3083115,48.06969
209273000,1443685955,-5.309358,48.07117
209273000,1443686085,-5.3125834,48.07587
209273000,1443686244,-5.3165317,48.081573
209723000,1443663219,-5.797498,48.886
209723000,1443663229,-5.798165,48.885666
209723000,1443663237,-5.798665,48.8855
209723000,1443689914,-6.7199984,47.733166
211232180,1443650428,-4.4892783,48.37718
211232180,1443650609,-4.48929,48.377186
211232180,1443650789,-4.4892683,48.377205
211232180,1443650969,-4.4892836,48.377186
211232180,1443651149,-4.4892783,48.3772
211232180,1443651330,-4.4892635,48.3772
211232180,1443651509,-4.4892635,48.377167
211232180,1443651689,-4.4892683,48.377174
211232180,1443651868,-4.4892535,48.37718
211232180,1443652049,-4.4892683,48.377174
211232180,1443652229,-4.4892735,48.37718
211232180,1443652408,-4.489255,48.377186
211232180,1443652409,-4.489255,48.377186
211232180,1443652589,-4.489275,48.377182
211232180,1443652769,-4.4892735,48.377167
211232180,1443652948,-4.4892683,48.377174
211232180,1443653128,-4.4892483,48.377174
211232180,1443653310,-4.4892635,48.37718
